Elapsed time,ECG
0:16.128,-18
0:16.130,-18
0:16.132,-17
0:16.134,-17
0:16.136,-19
0:16.138,-23
0:16.140,-25
0:16.142,-28
0:16.144,-28
0:16.146,-31
0:16.148,-31
0:16.150,-31
0:16.152,-30
0:16.154,-31
0:16.156,-29
0:16.158,-28
0:16.160,-28
0:16.162,-28
0:16.164,-31
0:16.166,-34
0:16.168,-35
0:16.170,-30
0:16.172,-30
0:16.174,-30
0:16.176,-27
0:16.178,-30
0:16.180,-32
0:16.182,-35
0:16.184,-37
0:16.186,-39
0:16.188,-37
0:16.190,-37
0:16.192,-33
0:16.194,-32
0:16.196,-33
0:16.198,-35
0:16.200,-35
0:16.202,-38
0:16.204,-37
0:16.206,-36
0:16.208,-35
0:16.210,-32
0:16.212,-32
0:16.214,-29
0:16.216,-27
0:16.218,-32
0:16.220,-35
0:16.222,-39
0:16.224,-41
0:16.226,-40
0:16.228,-39
0:16.230,-37
0:16.232,-37
0:16.234,-37
0:16.236,-35
0:16.238,-38
0:16.240,-43
0:16.242,-44
0:16.244,-47
0:16.246,-46
0:16.248,-39
0:16.250,-28
0:16.252,-15
0:16.254,-3
0:16.256,7
0:16.258,19
0:16.260,29
0:16.262,45
0:16.264,64
0:16.266,86
0:16.268,109
0:16.270,116
0:16.272,115
0:16.274,107
0:16.276,93
0:16.278,76
0:16.280,57
0:16.282,40
0:16.284,15
0:16.286,-11
0:16.288,-33
0:16.290,-48
0:16.292,-52
0:16.294,-50
0:16.296,-43
0:16.298,-42
0:16.300,-38
0:16.302,-36
0:16.304,-34
0:16.306,-35
0:16.308,-31
0:16.310,-25
0:16.312,-23
0:16.314,-27
0:16.316,-28
0:16.318,-29
0:16.320,-31
0:16.322,-30
0:16.324,-32
0:16.326,-33
0:16.328,-30
0:16.330,-28
0:16.332,-25
0:16.334,-25
0:16.336,-26
0:16.338,-26
0:16.340,-27
0:16.342,-30
0:16.344,-29
0:16.346,-31
0:16.348,-27
0:16.350,-25
0:16.352,-25
0:16.354,-22
0:16.356,-25
0:16.358,-25
0:16.360,-26
0:16.362,-26
0:16.364,-24
0:16.366,-25
0:16.368,-22
0:16.370,-20
0:16.372,-21
0:16.374,-19
0:16.376,-21
0:16.378,-22
0:16.380,-24
0:16.382,-23
0:16.384,-25
0:16.386,-24
0:16.388,-22
0:16.390,-21
0:16.392,-17
0:16.394,-16
0:16.396,-17
0:16.398,-19
0:16.400,-21
0:16.402,-21
0:16.404,-20
0:16.406,-20
0:16.408,-16
0:16.410,-16
0:16.412,-14
0:16.414,-13
0:16.416,-11
0:16.418,-13
0:16.420,-17
0:16.422,-18
0:16.424,-18
0:16.426,-16
0:16.428,-12
0:16.430,-7
0:16.432,-7
0:16.434,-6
0:16.436,-6
0:16.438,-9
0:16.440,-8
0:16.442,-9
0:16.444,-10
0:16.446,-7
0:16.448,-5
0:16.450,-3
0:16.452,2
0:16.454,3
0:16.456,4
0:16.458,3
0:16.460,1
0:16.462,3
0:16.464,4
0:16.466,3
0:16.468,12
0:16.470,10
0:16.472,14
0:16.474,14
0:16.476,14
0:16.478,10
0:16.480,10
0:16.482,15
0:16.484,15
0:16.486,18
0:16.488,18
0:16.490,20
0:16.492,19
0:16.494,23
0:16.496,21
0:16.498,20
0:16.500,16
0:16.502,18
0:16.504,15
0:16.506,16
0:16.508,15
0:16.510,17
0:16.512,17
0:16.514,16
0:16.516,13
0:16.518,10
0:16.520,6
0:16.522,2
0:16.524,1
0:16.526,-1
0:16.528,1
0:16.530,-1
0:16.532,-1
0:16.534,-2
0:16.536,-6
0:16.538,-9
0:16.540,-12
0:16.542,-15
0:16.544,-18
0:16.546,-17
0:16.548,-17
0:16.550,-16
0:16.552,-17
0:16.554,-16
0:16.556,-18
0:16.558,-21
0:16.560,-23
0:16.562,-26
0:16.564,-30
0:16.566,-28
0:16.568,-26
0:16.570,-24
0:16.572,-21
0:16.574,-21
0:16.576,-24
0:16.578,-25
0:16.580,-27
0:16.582,-29
0:16.584,-30
0:16.586,-30
0:16.588,-27
0:16.590,-26
0:16.592,-25
0:16.594,-25
0:16.596,-27
0:16.598,-30
0:16.600,-31
0:16.602,-32
0:16.604,-32
0:16.606,-27
0:16.608,-26
0:16.610,-26
0:16.612,-26
0:16.614,-28
0:16.616,-29
0:16.618,-30
0:16.620,-30
0:16.622,-31
0:16.624,-31
0:16.626,-28
0:16.628,-28
0:16.630,-26
0:16.632,-27
0:16.634,-27
0:16.636,-28
0:16.638,-27
0:16.640,-27
0:16.642,-31
0:16.644,-29
0:16.646,-25
0:16.648,-25
0:16.650,-25
0:16.652,-21
0:16.654,-23
0:16.656,-25
0:16.658,-24
0:16.660,-26
0:16.662,-27
0:16.664,-28
0:16.666,-24
0:16.668,-21
0:16.670,-21
0:16.672,-19
0:16.674,-21
0:16.676,-24
0:16.678,-27
0:16.680,-29
0:16.682,-30
0:16.684,-28
0:16.686,-25
0:16.688,-24
0:16.690,-23
0:16.692,-21
0:16.694,-24
0:16.696,-25
0:16.698,-26
0:16.700,-28
0:16.702,-29
0:16.704,-26
0:16.706,-23
0:16.708,-23
0:16.710,-24
0:16.712,-22
0:16.714,-24
0:16.716,-23
0:16.718,-26
0:16.720,-28
0:16.722,-30
0:16.724,-28
0:16.726,-25
0:16.728,-25
0:16.730,-22
0:16.732,-22
0:16.734,-23
0:16.736,-25
0:16.738,-26
0:16.740,-29
0:16.742,-31
0:16.744,-29
0:16.746,-27
0:16.748,-27
0:16.750,-25
0:16.752,-23
0:16.754,-24
0:16.756,-26
0:16.758,-28
0:16.760,-29
0:16.762,-31
0:16.764,-30
0:16.766,-29
0:16.768,-27
0:16.770,-26
0:16.772,-24
0:16.774,-27
0:16.776,-30
0:16.778,-29
0:16.780,-28
0:16.782,-31
0:16.784,-28
0:16.786,-25
0:16.788,-24
0:16.790,-24
0:16.792,-24
0:16.794,-27
0:16.796,-30
0:16.798,-30
0:16.800,-29
0:16.802,-32
0:16.804,-31
0:16.806,-30
0:16.808,-28
0:16.810,-28
0:16.812,-25
0:16.814,-25
0:16.816,-26
0:16.818,-28
0:16.820,-30
0:16.822,-30
0:16.824,-30
0:16.826,-29
0:16.828,-28
0:16.830,-26
0:16.832,-25
0:16.834,-26
0:16.836,-29
0:16.838,-29
0:16.840,-31
0:16.842,-34
0:16.844,-30
0:16.846,-28
0:16.848,-27
0:16.850,-25
0:16.852,-25
0:16.854,-29
0:16.856,-27
0:16.858,-31
0:16.860,-31
0:16.862,-34
0:16.864,-31
0:16.866,-27
0:16.868,-24
0:16.870,-25
0:16.872,-23
0:16.874,-27
0:16.876,-31
0:16.878,-31
0:16.880,-31
0:16.882,-31
0:16.884,-27
0:16.886,-26
0:16.888,-22
0:16.890,-18
0:16.892,-17
0:16.894,-20
0:16.896,-26
0:16.898,-27
0:16.900,-25
0:16.902,-25
0:16.904,-22
0:16.906,-21
0:16.908,-21
0:16.910,-21
0:16.912,-23
0:16.914,-23
0:16.916,-24
0:16.918,-22
0:16.920,-21
0:16.922,-19
0:16.924,-16
0:16.926,-13
0:16.928,-12
0:16.930,-13
0:16.932,-13
0:16.934,-14
0:16.936,-15
0:16.938,-16
0:16.940,-18
0:16.942,-18
0:16.944,-15
0:16.946,-15
0:16.948,-15
0:16.950,-14
0:16.952,-16
0:16.954,-19
0:16.956,-22
0:16.958,-24
0:16.960,-28
0:16.962,-29
0:16.964,-26
0:16.966,-25
0:16.968,-24
0:16.970,-22
0:16.972,-23
0:16.974,-23
0:16.976,-27
0:16.978,-28
0:16.980,-30
0:16.982,-31
0:16.984,-29
0:16.986,-25
0:16.988,-23
0:16.990,-23
0:16.992,-25
0:16.994,-29
0:16.996,-29
0:16.998,-29
0:17.000,-33
0:17.002,-34
0:17.004,-30
0:17.006,-27
0:17.008,-24
0:17.010,-26
0:17.012,-27
0:17.014,-30
0:17.016,-34
0:17.018,-34
0:17.020,-34
0:17.022,-34
0:17.024,-32
0:17.026,-28
0:17.028,-25
0:17.030,-23
0:17.032,-27
0:17.034,-30
0:17.036,-31
0:17.038,-34
0:17.040,-34
0:17.042,-34
0:17.044,-31
0:17.046,-31
0:17.048,-30
0:17.050,-31
0:17.052,-33
0:17.054,-36
0:17.056,-38
0:17.058,-42
0:17.060,-44
0:17.062,-40
0:17.064,-37
0:17.066,-26
0:17.068,-12
0:17.070,-1
0:17.072,7
0:17.074,17
0:17.076,30
0:17.078,39
0:17.080,58
0:17.082,81
0:17.084,109
0:17.086,128
0:17.088,123
0:17.090,124
0:17.092,108
0:17.094,94
0:17.096,75
0:17.098,56
0:17.100,37
0:17.102,15
0:17.104,-8
0:17.106,-31
0:17.108,-38
0:17.110,-40
0:17.112,-39
0:17.114,-42
0:17.116,-39
0:17.118,-35
0:17.120,-30
0:17.122,-27
0:17.124,-23
0:17.126,-19
0:17.128,-20
0:17.130,-19
0:17.132,-22
0:17.134,-25
0:17.136,-28
0:17.138,-29
0:17.140,-29
0:17.142,-27
0:17.144,-23
0:17.146,-24
0:17.148,-21
0:17.150,-18
0:17.152,-21
0:17.154,-23
0:17.156,-25
0:17.158,-26
0:17.160,-26
0:17.162,-23
0:17.164,-21
0:17.166,-19
0:17.168,-16
0:17.170,-16
0:17.172,-17
0:17.174,-18
0:17.176,-18
0:17.178,-19
0:17.180,-23
0:17.182,-22
0:17.184,-22
0:17.186,-19
0:17.188,-18
0:17.190,-18
0:17.192,-18
0:17.194,-20
0:17.196,-20
0:17.198,-22
0:17.200,-21
0:17.202,-18
0:17.204,-14
0:17.206,-13
0:17.208,-12
0:17.210,-10
0:17.212,-11
0:17.214,-13
0:17.216,-14
0:17.218,-16
0:17.220,-17
0:17.222,-17
0:17.224,-12
0:17.226,-10
0:17.228,-11
0:17.230,-10
0:17.232,-13
0:17.234,-10
0:17.236,-12
0:17.238,-15
0:17.240,-13
0:17.242,-9
0:17.244,-6
0:17.246,-5
0:17.248,-2
0:17.250,-4
0:17.252,-5
0:17.254,-6
0:17.256,-6
0:17.258,-7
0:17.260,-5
0:17.262,0
0:17.264,3
0:17.266,4
0:17.268,9
0:17.270,9
0:17.272,8
0:17.274,8
0:17.276,8
0:17.278,10
0:17.280,10
0:17.282,11
0:17.284,15
0:17.286,19
0:17.288,22
0:17.290,22
0:17.292,20
0:17.294,21
0:17.296,22
0:17.298,22
0:17.300,23
0:17.302,24
0:17.304,25
0:17.306,29
0:17.308,29
0:17.310,30
0:17.312,28
0:17.314,25
0:17.316,25
0:17.318,25
0:17.320,24
0:17.322,25
0:17.324,26
0:17.326,26
0:17.328,27
0:17.330,26
0:17.332,22
0:17.334,19
0:17.336,16
0:17.338,13
0:17.340,10
0:17.342,13
0:17.344,11
0:17.346,10
0:17.348,11
0:17.350,9
0:17.352,3
0:17.354,1
0:17.356,-5
0:17.358,-8
0:17.360,-4
0:17.362,-2
0:17.364,-4
0:17.366,-6
0:17.368,-6
0:17.370,-8
0:17.372,-10
0:17.374,-13
0:17.376,-13
0:17.378,-16
0:17.380,-14
0:17.382,-17
0:17.384,-17
0:17.386,-16
0:17.388,-16
0:17.390,-16
0:17.392,-18
0:17.394,-21
0:17.396,-21
0:17.398,-21
0:17.400,-20
0:17.402,-17
0:17.404,-15
0:17.406,-15
0:17.408,-17
0:17.410,-17
0:17.412,-21
0:17.414,-21
0:17.416,-23
0:17.418,-26
0:17.420,-24
0:17.422,-19
0:17.424,-17
0:17.426,-16
0:17.428,-15
0:17.430,-17
0:17.432,-19
0:17.434,-21
0:17.436,-21
0:17.438,-24
0:17.440,-17
0:17.442,-16
0:17.444,-15
0:17.446,-15
0:17.448,-16
0:17.450,-18
0:17.452,-19
0:17.454,-19
0:17.456,-19
0:17.458,-21
0:17.460,-18
0:17.462,-15
0:17.464,-15
0:17.466,-16
0:17.468,-15
0:17.470,-18
0:17.472,-19
0:17.474,-22
0:17.476,-22
0:17.478,-20
0:17.480,-15
0:17.482,-14
0:17.484,-12
0:17.486,-10
0:17.488,-11
0:17.490,-14
0:17.492,-15
0:17.494,-16
0:17.496,-16
0:17.498,-15
0:17.500,-15
0:17.502,-14
0:17.504,-10
0:17.506,-9
0:17.508,-7
0:17.510,-11
0:17.512,-13
0:17.514,-13
0:17.516,-14
0:17.518,-14
0:17.520,-13
0:17.522,-11
0:17.524,-8
0:17.526,-6
0:17.528,-6
0:17.530,-9
0:17.532,-11
0:17.534,-13
0:17.536,-12
0:17.538,-9
0:17.540,-8
0:17.542,-7
0:17.544,-7
0:17.546,-7
0:17.548,-4
0:17.550,-8
0:17.552,-9
0:17.554,-11
0:17.556,-14
0:17.558,-13
0:17.560,-11
0:17.562,-8
0:17.564,-3
0:17.566,-8
0:17.568,-9
0:17.570,-9
0:17.572,-11
0:17.574,-13
0:17.576,-14
0:17.578,-13
0:17.580,-10
0:17.582,-7
0:17.584,-7
0:17.586,-7
0:17.588,-7
0:17.590,-10
0:17.592,-12
0:17.594,-11
0:17.596,-14
0:17.598,-14
0:17.600,-11
0:17.602,-9
0:17.604,-8
0:17.606,-6
0:17.608,-5
0:17.610,-10
0:17.612,-13
0:17.614,-17
0:17.616,-17
0:17.618,-14
0:17.620,-11
0:17.622,-7
0:17.624,-8
0:17.626,-9
0:17.628,-9
0:17.630,-10
0:17.632,-15
0:17.634,-15
0:17.636,-19
0:17.638,-18
0:17.640,-16
0:17.642,-13
0:17.644,-11
0:17.646,-10
0:17.648,-10
0:17.650,-12
0:17.652,-15
0:17.654,-16
0:17.656,-18
0:17.658,-16
0:17.660,-12
0:17.662,-9
0:17.664,-11
0:17.666,-11
0:17.668,-13
0:17.670,-15
0:17.672,-16
0:17.674,-16
0:17.676,-17
0:17.678,-15
0:17.680,-15
0:17.682,-14
0:17.684,-12
0:17.686,-11
0:17.688,-10
0:17.690,-13
0:17.692,-15
0:17.694,-16
0:17.696,-18
0:17.698,-18
0:17.700,-15
0:17.702,-12
0:17.704,-13
0:17.706,-11
0:17.708,-12
0:17.710,-15
0:17.712,-16
0:17.714,-19
0:17.716,-21
0:17.718,-20
0:17.720,-19
0:17.722,-15
0:17.724,-15
0:17.726,-14
0:17.728,-15
0:17.730,-18
0:17.732,-19
0:17.734,-18
0:17.736,-21
0:17.738,-17
0:17.740,-13
0:17.742,-9
0:17.744,-9
0:17.746,-4
0:17.748,-8
0:17.750,-13
0:17.752,-13
0:17.754,-14
0:17.756,-15
0:17.758,-14
0:17.760,-13
0:17.762,-12
0:17.764,-8
0:17.766,-6
0:17.768,-9
0:17.770,-14
0:17.772,-12
0:17.774,-11
0:17.776,-10
0:17.778,-7
0:17.780,-4
0:17.782,-5
0:17.784,-2
0:17.786,-1
0:17.788,-5
0:17.790,-9
0:17.792,-6
0:17.794,-5
0:17.796,-6
0:17.798,-5
0:17.800,-4
0:17.802,-2
0:17.804,-3
0:17.806,-5
0:17.808,-8
0:17.810,-15
0:17.812,-18
0:17.814,-20
0:17.816,-22
0:17.818,-20
0:17.820,-18
0:17.822,-17
0:17.824,-16
0:17.826,-17
0:17.828,-16
0:17.830,-20
0:17.832,-21
0:17.834,-19
0:17.836,-22
0:17.838,-19
0:17.840,-16
0:17.842,-17
0:17.844,-15
0:17.846,-14
0:17.848,-17
0:17.850,-20
0:17.852,-23
0:17.854,-22
0:17.856,-25
0:17.858,-21
0:17.860,-19
0:17.862,-17
0:17.864,-17
0:17.866,-19
0:17.868,-22
0:17.870,-25
0:17.872,-24
0:17.874,-20
0:17.876,-24
0:17.878,-22
0:17.880,-21
0:17.882,-18
0:17.884,-17
0:17.886,-19
0:17.888,-24
0:17.890,-23
0:17.892,-24
0:17.894,-24
0:17.896,-23
0:17.898,-21
0:17.900,-20
0:17.902,-20
0:17.904,-19
0:17.906,-22
0:17.908,-28
0:17.910,-30
0:17.912,-30
0:17.914,-34
0:17.916,-35
0:17.918,-31
0:17.920,-23
0:17.922,-11
0:17.924,0
0:17.926,9
0:17.928,20
0:17.930,31
0:17.932,43
0:17.934,57
0:17.936,77
0:17.938,106
0:17.940,126
0:17.942,133
0:17.944,131
0:17.946,118
0:17.948,101
0:17.950,85
0:17.952,69
0:17.954,50
0:17.956,30
0:17.958,5
0:17.960,-18
0:17.962,-32
0:17.964,-34
0:17.966,-31
0:17.968,-30
0:17.970,-29
0:17.972,-29
0:17.974,-22
0:17.976,-19
0:17.978,-15
0:17.980,-12
0:17.982,-9
0:17.984,-10
0:17.986,-12
0:17.988,-15
0:17.990,-19
0:17.992,-18
0:17.994,-18
0:17.996,-18
0:17.998,-17
0:18.000,-16
0:18.002,-14
0:18.004,-10
0:18.006,-12
0:18.008,-13
0:18.010,-16
0:18.012,-18
0:18.014,-20
0:18.016,-18
0:18.018,-12
0:18.020,-11
0:18.022,-11
0:18.024,-8
0:18.026,-11
0:18.028,-14
0:18.030,-16
0:18.032,-13
0:18.034,-13
0:18.036,-10
0:18.038,-11
0:18.040,-9
0:18.042,-6
0:18.044,-3
0:18.046,-6
0:18.048,-10
0:18.050,-9
0:18.052,-9
0:18.054,-12
0:18.056,-7
0:18.058,-5
0:18.060,-5
0:18.062,-7
0:18.064,-6
0:18.066,-7
0:18.068,-7
0:18.070,-9
0:18.072,-11
0:18.074,-11
0:18.076,-8
0:18.078,-6
0:18.080,-3
0:18.082,-1
0:18.084,2
0:18.086,-1
0:18.088,-2
0:18.090,-1
0:18.092,-2
0:18.094,-3
0:18.096,-3
0:18.098,2
0:18.100,2
0:18.102,6
0:18.104,10
0:18.106,8
0:18.108,4
0:18.110,4
0:18.112,4
0:18.114,3
0:18.116,8
0:18.118,11
0:18.120,14
0:18.122,17
0:18.124,17
0:18.126,16
0:18.128,17
0:18.130,14
0:18.132,15
0:18.134,14
0:18.136,18
0:18.138,21
0:18.140,25
0:18.142,28
0:18.144,27
0:18.146,26
0:18.148,27
0:18.150,27
0:18.152,28
0:18.154,29
0:18.156,31
0:18.158,31
0:18.160,34
0:18.162,36
0:18.164,35
0:18.166,33
0:18.168,31
0:18.170,32
0:18.172,31
0:18.174,30
0:18.176,31
0:18.178,34
0:18.180,34
0:18.182,36
0:18.184,36
0:18.186,31
0:18.188,26
0:18.190,23
0:18.192,22
0:18.194,19
0:18.196,19
0:18.198,20
0:18.200,18
0:18.202,16
0:18.204,15
0:18.206,12
0:18.208,8
0:18.210,10
0:18.212,1
0:18.214,-3
0:18.216,1
0:18.218,1
0:18.220,0
0:18.222,-1
0:18.224,-2
0:18.226,-6
0:18.228,-6
0:18.230,-8
0:18.232,-10
0:18.234,-11
0:18.236,-9
0:18.238,-8
0:18.240,-7
0:18.242,-10
0:18.244,-10
0:18.246,-15
0:18.248,-16
0:18.250,-18
0:18.252,-20
0:18.254,-17
0:18.256,-15
0:18.258,-12
0:18.260,-11
0:18.262,-10
0:18.264,-15
0:18.266,-17
0:18.268,-19
0:18.270,-19
0:18.272,-19
0:18.274,-17
0:18.276,-16
0:18.278,-14
0:18.280,-13
0:18.282,-11
0:18.284,-13
0:18.286,-15
0:18.288,-16
0:18.290,-21
0:18.292,-20
0:18.294,-17
0:18.296,-17
0:18.298,-13
0:18.300,-11
0:18.302,-10
0:18.304,-11
0:18.306,-14
0:18.308,-12
0:18.310,-15
0:18.312,-20
0:18.314,-19
0:18.316,-17
0:18.318,-14
0:18.320,-10
0:18.322,-9
0:18.324,-12
0:18.326,-13
0:18.328,-14
0:18.330,-19
0:18.332,-18
0:18.334,-18
0:18.336,-13
0:18.338,-14
0:18.340,-11
0:18.342,-10
0:18.344,-12
0:18.346,-14
0:18.348,-15
0:18.350,-17
0:18.352,-20
0:18.354,-15
0:18.356,-15
0:18.358,-12
0:18.360,-12
0:18.362,-11
0:18.364,-11
0:18.366,-13
0:18.368,-16
0:18.370,-15
0:18.372,-14
0:18.374,-13
0:18.376,-13
0:18.378,-9
0:18.380,-5
0:18.382,-7
0:18.384,-9
0:18.386,-13
0:18.388,-15
0:18.390,-15
0:18.392,-16
0:18.394,-16
0:18.396,-13
0:18.398,-12
0:18.400,-10
0:18.402,-12
0:18.404,-14
0:18.406,-14
0:18.408,-16
0:18.410,-18
0:18.412,-22
0:18.414,-18
0:18.416,-15
0:18.418,-14
0:18.420,-9
0:18.422,-11
0:18.424,-16
0:18.426,-14
0:18.428,-15
0:18.430,-19
0:18.432,-20
0:18.434,-17
0:18.436,-15
0:18.438,-13
0:18.440,-13
0:18.442,-13
0:18.444,-15
0:18.446,-20
0:18.448,-18
0:18.450,-18
0:18.452,-19
0:18.454,-16
0:18.456,-11
0:18.458,-12
0:18.460,-9
0:18.462,-11
0:18.464,-16
0:18.466,-15
0:18.468,-18
0:18.470,-19
0:18.472,-20
0:18.474,-17
0:18.476,-16
0:18.478,-15
0:18.480,-11
0:18.482,-10
0:18.484,-12
0:18.486,-14
0:18.488,-17
0:18.490,-19
0:18.492,-21
0:18.494,-16
0:18.496,-14
0:18.498,-17
0:18.500,-15
0:18.502,-17
0:18.504,-18
0:18.506,-20
0:18.508,-15
0:18.510,-21
0:18.512,-20
0:18.514,-18
0:18.516,-17
0:18.518,-13
0:18.520,-9
0:18.522,-11
0:18.524,-13
0:18.526,-19
0:18.528,-22
0:18.530,-22
0:18.532,-18
0:18.534,-17
0:18.536,-13
0:18.538,-13
0:18.540,-10
0:18.542,-14
0:18.544,-15
0:18.546,-19
0:18.548,-19
0:18.550,-18
0:18.552,-18
0:18.554,-14
0:18.556,-15
0:18.558,-15
0:18.560,-12
0:18.562,-13
0:18.564,-17
0:18.566,-19
0:18.568,-21
0:18.570,-20
0:18.572,-19
0:18.574,-15
0:18.576,-16
0:18.578,-13
0:18.580,-13
0:18.582,-12
0:18.584,-12
0:18.586,-17
0:18.588,-17
0:18.590,-15
0:18.592,-12
0:18.594,-12
0:18.596,-9
0:18.598,-9
0:18.600,-9
0:18.602,-6
0:18.604,-9
0:18.606,-9
0:18.608,-11
0:18.610,-11
0:18.612,-12
0:18.614,-10
0:18.616,-8
0:18.618,-6
0:18.620,-5
0:18.622,-3
0:18.624,-2
0:18.626,-2
0:18.628,-1
0:18.630,-5
0:18.632,-2
0:18.634,-3
0:18.636,-6
0:18.638,-1
0:18.640,0
0:18.642,-5
0:18.644,-7
0:18.646,-5
0:18.648,-7
0:18.650,-9
0:18.652,-9
0:18.654,-9
0:18.656,-7
0:18.658,-8
0:18.660,-6
0:18.662,-8
0:18.664,-12
0:18.666,-17
0:18.668,-21
0:18.670,-23
0:18.672,-20
0:18.674,-14
0:18.676,-15
0:18.678,-16
0:18.680,-16
0:18.682,-15
0:18.684,-19
0:18.686,-22
0:18.688,-25
0:18.690,-24
0:18.692,-20
0:18.694,-17
0:18.696,-15
0:18.698,-12
0:18.700,-16
0:18.702,-19
0:18.704,-21
0:18.706,-20
0:18.708,-21
0:18.710,-21
0:18.712,-21
0:18.714,-18
0:18.716,-16
0:18.718,-13
0:18.720,-16
0:18.722,-18
0:18.724,-19
0:18.726,-25
0:18.728,-25
0:18.730,-23
0:18.732,-23
0:18.734,-21
0:18.736,-21
0:18.738,-18
0:18.740,-17
0:18.742,-18
0:18.744,-20
0:18.746,-20
0:18.748,-22
0:18.750,-25
0:18.752,-22
0:18.754,-22
0:18.756,-22
0:18.758,-21
0:18.760,-21
0:18.762,-26
0:18.764,-29
0:18.766,-29
0:18.768,-28
0:18.770,-23
0:18.772,-14
0:18.774,-1
0:18.776,11
0:18.778,25
0:18.780,41
0:18.782,48
0:18.784,62
0:18.786,83
0:18.788,101
0:18.790,112
0:18.792,117
0:18.794,113
0:18.796,106
0:18.798,93
0:18.800,76
0:18.802,56
0:18.804,34
0:18.806,9
0:18.808,-16
0:18.810,-33
0:18.812,-40
0:18.814,-40
0:18.816,-34
0:18.818,-32
0:18.820,-31
0:18.822,-26
0:18.824,-21
0:18.826,-18
0:18.828,-18
0:18.830,-16
0:18.832,-11
0:18.834,-9
0:18.836,-11
0:18.838,-10
0:18.840,-14
0:18.842,-12
0:18.844,-14
0:18.846,-15
0:18.848,-18
0:18.850,-17
0:18.852,-11
0:18.854,-9
0:18.856,-8
0:18.858,-4
0:18.860,-6
0:18.862,-10
0:18.864,-10
0:18.866,-11
0:18.868,-13
0:18.870,-10
0:18.872,-9
0:18.874,-9
0:18.876,-6
0:18.878,-4
0:18.880,-4
0:18.882,-6
0:18.884,-11
0:18.886,-11
0:18.888,-9
0:18.890,-8
0:18.892,-7
0:18.894,-3
0:18.896,-3
0:18.898,0
0:18.900,1
0:18.902,-4
0:18.904,-5
0:18.906,-5
0:18.908,-10
0:18.910,-8
0:18.912,-6
0:18.914,-2
0:18.916,0
0:18.918,2
0:18.920,0
0:18.922,0
0:18.924,-1
0:18.926,-4
0:18.928,-6
0:18.930,0
0:18.932,1
0:18.934,4
0:18.936,5
0:18.938,7
0:18.940,8
0:18.942,6
0:18.944,4
0:18.946,2
0:18.948,0
0:18.950,3
0:18.952,6
0:18.954,10
0:18.956,11
0:18.958,12
0:18.960,12
0:18.962,9
0:18.964,10
0:18.966,10
0:18.968,12
0:18.970,14
0:18.972,14
0:18.974,17
0:18.976,20
0:18.978,23
0:18.980,23
0:18.982,17
0:18.984,20
0:18.986,22
0:18.988,23
0:18.990,25
0:18.992,27
0:18.994,32
0:18.996,34
0:18.998,35
0:19.000,36
0:19.002,35
0:19.004,36
0:19.006,31
0:19.008,31
0:19.010,34
0:19.012,36
0:19.014,36
0:19.016,38
0:19.018,41
0:19.020,40
0:19.022,36
0:19.024,33
0:19.026,33
0:19.028,30
0:19.030,33
0:19.032,36
0:19.034,38
0:19.036,36
0:19.038,37
0:19.040,30
0:19.042,26
0:19.044,24
0:19.046,20
0:19.048,16
0:19.050,18
0:19.052,19
0:19.054,16
0:19.056,17
0:19.058,15
0:19.060,14
0:19.062,10
0:19.064,5
0:19.066,-1
0:19.068,1
0:19.070,0
0:19.072,1
0:19.074,-1
0:19.076,-2
0:19.078,-2
0:19.080,-8
0:19.082,-8
0:19.084,-12
0:19.086,-14
0:19.088,-10
0:19.090,-10
0:19.092,-6
0:19.094,-6
0:19.096,-4
0:19.098,-8
0:19.100,-11
0:19.102,-10
0:19.104,-14
0:19.106,-17
0:19.108,-15
0:19.110,-13
0:19.112,-12
0:19.114,-13
0:19.116,-12
0:19.118,-14
0:19.120,-13
0:19.122,-16
0:19.124,-16
0:19.126,-17
0:19.128,-14
0:19.130,-13
0:19.132,-11
0:19.134,-10
0:19.136,-10
0:19.138,-13
0:19.140,-15
0:19.142,-19
0:19.144,-20
0:19.146,-18
0:19.148,-15
0:19.150,-14
0:19.152,-14
0:19.154,-12
0:19.156,-10
0:19.158,-10
0:19.160,-12
0:19.162,-13
0:19.164,-15
0:19.166,-15
0:19.168,-14
0:19.170,-12
0:19.172,-10
0:19.174,-10
0:19.176,-7
0:19.178,-9
0:19.180,-14
0:19.182,-16
0:19.184,-15
0:19.186,-14
0:19.188,-12
0:19.190,-10
0:19.192,-7
0:19.194,-5
0:19.196,-6
0:19.198,-7
0:19.200,-10
0:19.202,-11
0:19.204,-12
0:19.206,-12
0:19.208,-12
0:19.210,-11
0:19.212,-9
0:19.214,-10
0:19.216,-7
0:19.218,-9
0:19.220,-11
0:19.222,-13
0:19.224,-16
0:19.226,-15
0:19.228,-13
0:19.230,-10
0:19.232,-5
0:19.234,-6
0:19.236,-4
0:19.238,-9
0:19.240,-11
0:19.242,-10
0:19.244,-13
0:19.246,-15
0:19.248,-11
0:19.250,-9
0:19.252,-9
0:19.254,-9
0:19.256,-9
0:19.258,-12
0:19.260,-12
0:19.262,-11
0:19.264,-15
0:19.266,-17
0:19.268,-15
0:19.270,-13
0:19.272,-11
0:19.274,-12
0:19.276,-10
0:19.278,-14
0:19.280,-15
0:19.282,-15
0:19.284,-16
0:19.286,-18
0:19.288,-15
0:19.290,-12
0:19.292,-12
0:19.294,-11
0:19.296,-11
0:19.298,-13
